Id,CodeArticle,CodeBarre,Libelle,CodeDim1,LibelleDim1,CodeDim2,LibelleDim2,Fournisseur,FamilleNiv1,FamilleNiv2,FamilleNiv3,FamilleNiv4,FamilleNiv5,FamilleNiv6,FamilleNiv7,FamilleNiv8,Quantite_Achat,DateLibre,Prix_Vente_TND,Prix_Achat_TND,IdCategorie
637,ART000637,6294193759195,Nestlé T-shirt détruire,DIM1-19,likely,DIM2-84,vivre,Amen Bank,Électronique,changement,hotel,miser,note,material,city,enter,41,2023-03-21,140.29,110.79,CAT035
638,ART000638,0961730099286,LG Réfrigérateur forward,DIM1-41,feu,DIM2-19,distance,Groupe Poulina,Librairie,voir,battre,rock,inquiétude,action,between,determine,53,2023-03-19,1922.59,1323.9,CAT020
639,ART000639,4308779724797,Danone Eau mais,DIM1-36,trade,DIM2-20,cruel,Tunisie Telecom,Cosmétiques,premier,voler,production,school,sang,acheter,sport,17,2024-01-18,373.57,297.81,CAT049
640,ART000640,6769333299867,Philips Fromage beyond,DIM1-78,turn,DIM2-73,dehors,Arab Tunisian Bank,Maison & Jardin,manage,lead,art,provide,simple,rayon,hors,77,2024-07-05,468.2,283.36,CAT044
641,ART000641,2620846729255,Danone Télévision window,DIM1-100,suivant,DIM2-62,since,Leoni AG,Bijouterie,be,concern,depuis,justice,chemise,le,concern,78,2023-12-14,940.18,634.43,CAT042
642,ART000642,8639420122348,Nike Chaussures franc,DIM1-61,savoir,DIM2-18,agir,One Tech Group,Électroménager,indeed,vide,among,mouvement,a,why,their,29,2024-03-27,69.3,55.01,CAT049
643,ART000643,6321740039100,IKEA Livre révolution,DIM1-29,étendre,DIM2-96,source,Tunisie Telecom,Électroménager,rappeler,consulter,général,better,satisfaire,mari,vieillard,9,2023-11-23,358.27,277.1,CAT029
644,ART000644,8277056461600,Danone Parfum least,DIM1-42,menacer,DIM2-59,discover,Orange Tunisie,Informatique,action,réveiller,drive,consumer,fidèle,believe,that,52,2024-05-26,1553.55,1160.6,CAT039
645,ART000645,3133610944161,Danone Chaussures certain,DIM1-41,chance,DIM2-51,happy,Arab Tunisian Bank,Maroquinerie,we,but,pauvre,pendant,reason,necessary,me,77,2024-11-25,1074.64,833.01,CAT042
646,ART000646,6349429046171,Adidas Ordinateur toward,DIM1-14,black,DIM2-58,again,Modern Leasing,Boissons,pour,depuis,save,assister,frais,papier,example,32,2023-03-02,1039.81,828.49,CAT026
647,ART000647,2345653869474,Adidas Ordinateur dégager,DIM1-50,two,DIM2-67,spring,Délice Danone,Électroménager,skill,manger,nez,fond,consumer,profiter,similar,38,2023-02-19,881.91,665.61,CAT020
648,ART000648,0953855742161,Nike Stylo easy,DIM1-22,state,DIM2-55,après,Carrefour Tunisie,Parfumerie,plaindre,faire,apply,middle,since,fumer,pas,7,2023-08-03,1381.46,956.96,CAT010
649,ART000649,7066187564677,Nike Eau un,DIM1-12,someone,DIM2-93,moment,BIAT,Cosmétiques,lui,us,propos,technology,bande,particulier,window,24,2024-03-24,1558.57,1105.46,CAT045
650,ART000650,0845078604350,IKEA Chaussures soldier,DIM1-42,along,DIM2-58,we,Groupe Poulina,Électronique,ensemble,palais,who,person,écrire,mieux,quite,59,2024-06-01,1182.68,921.5,CAT046
651,ART000651,0671822266792,Apple Pantalon stand,DIM1-33,simplement,DIM2-42,principe,One Tech Group,Cosmétiques,movie,get,prendre,require,meilleur,society,réveiller,12,2023-06-08,232.76,169.17,CAT029
652,ART000652,2898760550495,Adidas Télévision corde,DIM1-91,vieil,DIM2-50,artist,BIAT,Parfumerie,raise,southern,reculer,result,all,include,dimanche,21,2024-08-15,760.46,462.95,CAT025
653,ART000653,6290739928919,Bosch Chaise porte,DIM1-73,reprendre,DIM2-85,ni,Leoni AG,Électronique,use,envelopper,believe,sing,quitter,test,popular,19,2023-05-14,361.84,220.82,CAT046
654,ART000654,9420398313543,Philips Stylo cinq,DIM1-94,her,DIM2-99,listen,Modern Leasing,Automobiles,marché,beau,ten,customer,lui,policy,fier,81,2024-03-12,365.49,289.5,CAT009
655,ART000655,3021781678063,L'Oréal Smartphone put,DIM1-98,record,DIM2-33,tu,Groupe Poulina,Téléphonie,jeune,charger,rather,us,terrain,importer,doux,64,2024-08-24,1711.55,1303.33,CAT035
656,ART000656,1709264070307,Nike Fromage promener,DIM1-31,partout,DIM2-28,moindre,Amen Bank,Jouets,quatre,selon,oil,tendre,there,thousand,soldier,59,2024-05-28,823.25,592.94,CAT006
657,ART000657,7288959274113,Sony Smartphone notice,DIM1-71,nord,DIM2-36,seigneur,Arab Tunisian Bank,Chaussures,town,dépasser,into,cause,rentrer,quelque,aimer,27,2024-04-30,102.59,62.68,CAT010
658,ART000658,7026344435967,Samsung Sac surtout,DIM1-19,good,DIM2-5,we,Amen Bank,Parfumerie,calme,affirmer,take,général,titre,dinner,pick,39,2024-03-30,665.57,405.87,CAT006
659,ART000659,2375302849762,LG T-shirt étranger,DIM1-21,range,DIM2-87,a,Carrefour Tunisie,Parfumerie,fumer,maître,cell,and,hear,vingt,especially,85,2024-06-27,1384.57,989.22,CAT039
660,ART000660,5403648821597,LG Yaourt moment,DIM1-59,promener,DIM2-96,factor,Amen Bank,Santé,item,doucement,entraîner,American,interesting,PM,federal,5,2023-04-11,190.79,126.79,CAT020
661,ART000661,9497220429864,Coca-Cola Chaussures dehors,DIM1-9,organization,DIM2-98,affirmer,UTIC,Chaussures,keep,baby,word,cost,joindre,poor,saisir,9,2023-06-17,589.2,367.9,CAT009
662,ART000662,8768877792566,Bosch Livre glisser,DIM1-68,éternel,DIM2-53,network,BIAT,Électroménager,aussitôt,want,cesser,decision,secrétaire,curieux,moins,90,2023-01-23,422.06,262.46,CAT004
663,ART000663,1440762914303,Nivea Thé side,DIM1-68,émotion,DIM2-12,by,Attijari Bank,Parfumerie,du,fund,succès,cause,santé,quickly,there,91,2023-08-19,577.94,444.76,CAT039
664,ART000664,2405920823537,Adidas Livre retourner,DIM1-74,last,DIM2-80,politics,Aziza,Vêtements,sommeil,operation,car,tellement,interest,accepter,pièce,79,2023-07-11,1127.46,840.9,CAT034
665,ART000665,7966186957244,Nike Parfum habitant,DIM1-24,gros,DIM2-79,even,Orange Tunisie,Automobiles,voyage,hiver,bon,pluie,to,bill,autre,25,2024-01-16,8.15,5.65,CAT002
666,ART000666,3217503619203,Danone Réfrigérateur vieillard,DIM1-27,these,DIM2-79,sang,UTIC,Informatique,profiter,daughter,pauvre,discuter,sign,fumer,face,6,2023-08-11,670.92,510.71,CAT036
667,ART000667,4760786235107,Samsung Table job,DIM1-82,ball,DIM2-26,petit,Carrefour Tunisie,Sport & Loisirs,véritable,behind,run,titre,rapidement,bar,he,9,2023-05-30,619.01,439.5,CAT033
668,ART000668,0918580558111,Apple Smartphone want,DIM1-88,ever,DIM2-43,serious,Géant,Bébé & Enfant,relationship,energy,million,tantôt,tend,able,fort,93,2024-04-01,1140.0,873.71,CAT002
669,ART000669,0454184039828,Bosch Table calme,DIM1-44,unique,DIM2-87,saison,Attijari Bank,Jouets,indeed,aspect,problème,whole,return,production,tomber,5,2024-02-19,1293.08,816.03,CAT031
670,ART000670,2652951646936,Coca-Cola Pantalon éprouver,DIM1-69,set,DIM2-43,cause,Modern Leasing,Informatique,avec,séparer,first,to,près,odeur,and,96,2023-02-03,116.76,77.05,CAT034
671,ART000671,0199184311320,Nivea Thé human,DIM1-41,chaîne,DIM2-72,note,STB,Alimentation,on,option,jeune,mine,digne,chute,alone,27,2023-12-20,1156.91,879.14,CAT022
672,ART000672,2053970774547,Apple Sac media,DIM1-20,question,DIM2-36,sûr,Groupe Poulina,Librairie,cabinet,social,françois,skill,soin,shoulder,rien,49,2023-11-24,1254.89,896.24,CAT011
673,ART000673,6626235960533,LG Chaussures convenir,DIM1-77,back,DIM2-15,admit,Carrefour Tunisie,Librairie,maintenir,tax,according,membre,anything,without,mériter,91,2023-02-02,68.1,42.04,CAT027
674,ART000674,6360502816405,Bosch Lampe affirmer,DIM1-58,sac,DIM2-39,sauter,Tunisie Telecom,Bijouterie,défendre,erreur,coup,central,seul,group,vérité,39,2024-08-19,354.15,268.09,CAT024
675,ART000675,5979531926002,Apple Table animal,DIM1-57,pencher,DIM2-65,whose,Groupe Poulina,Jouets,world,recently,even,professor,attendre,feeling,rule,65,2024-12-20,312.39,245.14,CAT022
676,ART000676,3811808189654,Coca-Cola Thé next,DIM1-68,forme,DIM2-40,sound,Géant,Vêtements,information,close,second,church,possible,area,scene,99,2023-10-23,1744.24,1282.62,CAT034
677,ART000677,3616248607047,Sony Machine à laver treat,DIM1-93,nombreux,DIM2-5,admit,Modern Leasing,Bébé & Enfant,dos,successful,lorsque,agreement,mais,unique,bien,92,2023-06-28,1730.3,1039.6,CAT008
678,ART000678,6715605879053,Nivea Ordinateur dessus,DIM1-77,five,DIM2-12,éclater,Géant,Téléphonie,sang,food,our,arrive,everything,different,un,6,2024-06-23,210.69,154.18,CAT050
679,ART000679,9057191898665,Samsung Stylo throw,DIM1-74,partner,DIM2-98,obliger,Carrefour Tunisie,Électroménager,important,remonter,donc,sell,everything,individual,mais,42,2023-02-08,405.11,265.48,CAT019
680,ART000680,3771843019227,Nestlé Cahier sentier,DIM1-57,lay,DIM2-86,effort,Yazaki Tunisia,Sport & Loisirs,discuter,vers,difference,écouter,figure,among,reposer,20,2023-09-08,319.2,192.49,CAT008
681,ART000681,2676992427736,Adidas Fromage enfant,DIM1-66,reach,DIM2-14,aucun,Tunisie Telecom,Chaussures,espèce,amour,étroit,beauté,practice,ensemble,profond,45,2023-08-16,1100.98,691.76,CAT018
682,ART000682,3471998290754,Nestlé Café training,DIM1-37,importer,DIM2-74,road,Orange Tunisie,Électronique,card,art,game,outside,droit,compagnon,accent,10,2024-09-04,626.2,443.42,CAT022
683,ART000683,3322622777731,LG Ordinateur bras,DIM1-4,various,DIM2-61,million,Délice Danone,Cosmétiques,without,show,ahead,about,répandre,area,manger,50,2023-09-18,112.33,76.2,CAT028
684,ART000684,2984241074021,L'Oréal Café expect,DIM1-76,tromper,DIM2-81,material,Modern Leasing,Parfumerie,move,nul,kitchen,machine,observer,agiter,été,46,2023-05-29,628.32,466.58,CAT013
685,ART000685,6461497459797,Nestlé Jus chat,DIM1-69,saint,DIM2-11,smile,Modern Leasing,Maroquinerie,thousand,exposer,already,teach,address,picture,couleur,17,2024-08-25,190.37,132.05,CAT045
686,ART000686,4322394612123,Philips Pantalon ton,DIM1-88,impossible,DIM2-83,or,Modern Leasing,Jouets,drive,admit,visage,devant,leave,contre,santé,30,2024-12-30,1895.16,1463.48,CAT010
687,ART000687,4225678718880,Philips Fromage condition,DIM1-47,parmi,DIM2-51,article,One Tech Group,Librairie,really,author,nearly,masse,doux,parent,institution,42,2023-12-30,909.3,557.47,CAT002
688,ART000688,6058679496383,Bosch Réfrigérateur accent,DIM1-62,class,DIM2-60,mettre,One Tech Group,Automobiles,autorité,rêver,neuf,marquer,cause,champ,future,99,2024-11-30,700.49,438.14,CAT037
689,ART000689,7864578655573,IKEA Réfrigérateur black,DIM1-92,exemple,DIM2-14,lawyer,Géant,Chaussures,accept,autrefois,need,green,system,froid,lèvre,84,2023-11-19,146.49,103.5,CAT020
690,ART000690,5451224441899,L'Oréal Chaussures worker,DIM1-53,accept,DIM2-31,droit,Arab Tunisian Bank,Maison & Jardin,que,while,adult,hiver,trip,beau,again,71,2023-11-14,322.25,218.09,CAT031
691,ART000691,0944238602059,Sony Cahier rassurer,DIM1-89,apporter,DIM2-76,skin,UTIC,Informatique,effort,relate,rouge,pull,servir,pick,trip,73,2023-04-15,1575.72,1164.18,CAT035
692,ART000692,5284135694807,Nivea Chaise friend,DIM1-86,pendant,DIM2-10,lendemain,Amen Bank,Jouets,society,firm,révéler,moment,révéler,research,intérieur,15,2023-04-20,1186.37,789.03,CAT030
693,ART000693,0294420315893,Coca-Cola Réfrigérateur inspirer,DIM1-57,popular,DIM2-23,personnage,Carrefour Tunisie,Bébé & Enfant,hasard,assez,chaîne,red,market,no,magazine,9,2024-04-18,1198.53,914.25,CAT044
694,ART000694,1418648230885,Bosch Chaussures serrer,DIM1-64,stop,DIM2-83,same,Délice Danone,Hygiène,born,cold,tantôt,demain,allow,seven,sense,28,2023-05-09,1634.98,1276.35,CAT038
695,ART000695,6748317306623,Nestlé Eau tirer,DIM1-1,machine,DIM2-97,que,Leoni AG,Vêtements,personnage,gagner,marcher,term,order,join,noire,58,2023-07-02,1064.86,770.02,CAT025
696,ART000696,7237179890221,Sony Pantalon petit,DIM1-27,arracher,DIM2-88,four,Géant,Automobiles,turn,around,take,likely,score,avoid,kitchen,73,2023-09-01,1589.72,1050.66,CAT044
697,ART000697,3981889073781,Danone T-shirt le,DIM1-45,hors,DIM2-12,play,Amen Bank,Alimentation,renverser,hope,computer,the,présenter,oil,item,79,2024-02-12,1972.91,1518.21,CAT026
698,ART000698,2076123961212,Samsung Stylo sous,DIM1-48,sing,DIM2-71,réflexion,Délice Danone,Alimentation,curieux,throw,prière,annoncer,account,important,colon,91,2023-12-20,1122.26,697.98,CAT023
699,ART000699,3729826893340,Coca-Cola Stylo recently,DIM1-4,political,DIM2-31,will,UTIC,Maroquinerie,établir,another,military,magazine,training,distance,health,51,2023-01-11,1252.3,847.25,CAT046
700,ART000700,7312315550570,IKEA Chaussures liberté,DIM1-70,tâche,DIM2-28,puissant,One Tech Group,Jouets,prepare,profond,see,everyone,haine,Mr,chaud,18,2023-08-30,380.51,292.48,CAT025
701,ART000701,4701235036876,Coca-Cola Sac il,DIM1-54,tell,DIM2-20,arrivée,Carrefour Tunisie,Vêtements,unit,prepare,note,couler,supérieur,summer,heavy,18,2024-02-02,28.15,16.98,CAT042
702,ART000702,4679403664018,Nike Thé discover,DIM1-85,silence,DIM2-56,media,Leoni AG,Hygiène,précéder,combat,pass,history,seat,semaine,toujours,18,2023-07-01,1286.27,993.04,CAT027
703,ART000703,8683029158543,L'Oréal Café ennemi,DIM1-55,dès,DIM2-80,believe,One Tech Group,Téléphonie,top,authority,produce,note,rouge,subject,agent,66,2024-12-08,851.13,576.17,CAT029
704,ART000704,4467462159589,LG Lampe rate,DIM1-55,souffler,DIM2-78,executive,Groupe Poulina,Maroquinerie,nourrir,ouvrir,intérieur,début,bruit,mon,tandis que,64,2024-11-23,1694.37,1257.94,CAT016
705,ART000705,3447609483778,IKEA Livre agree,DIM1-70,santé,DIM2-74,raison,Aziza,Boissons,fight,dresser,crise,tonight,worker,révolution,second,5,2023-04-01,1138.46,767.0,CAT046
706,ART000706,6677196666101,Nike Pain haut,DIM1-89,whole,DIM2-11,fleur,Leoni AG,Bijouterie,appuyer,condamner,un,ferme,bon,ordre,once,97,2024-11-23,1558.85,1096.48,CAT030
707,ART000707,7590177915243,L'Oréal Shampoing teach,DIM1-12,camera,DIM2-32,finally,Attijari Bank,Hygiène,soi,écrire,justice,passer,today,whatever,leader,88,2023-04-19,1269.21,840.85,CAT038
708,ART000708,0186372631995,Bosch Ordinateur simple,DIM1-69,wall,DIM2-100,heart,Groupe Poulina,Jouets,supporter,point,how,task,genou,année,refuser,59,2023-01-02,1027.76,734.64,CAT031
709,ART000709,5513444867221,IKEA Cahier réveiller,DIM1-46,glace,DIM2-38,someone,Carrefour Tunisie,Électronique,envie,événement,fact,side,maintenir,final,craindre,5,2023-03-14,1391.63,1043.56,CAT039
710,ART000710,4978879531207,Nestlé Thé address,DIM1-73,feeling,DIM2-34,oui,Délice Danone,Jouets,rather,large,problème,autre,morning,bande,vif,75,2023-07-08,342.31,250.32,CAT004
711,ART000711,4391511436782,Nestlé Stylo conference,DIM1-95,aide,DIM2-80,success,Groupe Poulina,Automobiles,regarder,bill,situation,program,land,career,sort,63,2024-10-13,169.61,104.37,CAT033
712,ART000712,6802693315423,Philips Livre âge,DIM1-17,along,DIM2-79,dieu,Monoprix,Sport & Loisirs,avant,prendre,two,radio,where,troisième,whole,33,2023-05-11,33.34,24.03,CAT008
713,ART000713,1142066701510,Danone Pain front,DIM1-20,allumer,DIM2-85,moi,Modern Leasing,Santé,walk,durer,condition,continuer,always,honte,saint,23,2023-05-24,526.2,340.58,CAT045
714,ART000714,0562019011342,Nestlé Chaise determine,DIM1-68,rideau,DIM2-5,dix,Géant,Hygiène,surtout,loin,profondément,but,d'autres,secours,government,19,2024-06-11,1193.11,915.74,CAT010
715,ART000715,5234286449764,Nestlé T-shirt depuis,DIM1-50,past,DIM2-31,laugh,Modern Leasing,Électronique,fenêtre,avant,end,social,provide,process,fixe,27,2023-05-18,1157.63,707.16,CAT023
716,ART000716,3561526655916,Nestlé Livre method,DIM1-15,coach,DIM2-7,store,One Tech Group,Téléphonie,supporter,sol,keep,book,material,discuss,mon,52,2023-05-04,955.08,715.57,CAT031
717,ART000717,7466535389622,Sony Yaourt small,DIM1-49,cuisine,DIM2-88,degree,Senia,Jouets,minute,général,inventer,beat,sur,treat,debate,34,2023-09-09,294.57,177.44,CAT028
718,ART000718,3468586390613,IKEA Pantalon side,DIM1-87,garder,DIM2-41,performance,BIAT,Boissons,social,naturellement,lentement,trésor,chanter,watch,vieil,13,2023-03-10,1835.84,1231.42,CAT041
719,ART000719,3073726072016,L'Oréal T-shirt not,DIM1-84,teacher,DIM2-35,once,Géant,Sport & Loisirs,rencontrer,me,painting,colline,comment,information,satisfaire,35,2024-08-31,1605.62,1173.5,CAT017
720,ART000720,6254292645638,Nike Chaussures secours,DIM1-99,pauvre,DIM2-87,rue,Orange Tunisie,Maroquinerie,activity,midi,mouth,traîner,deux,scientist,serious,99,2024-03-16,393.88,289.72,CAT022
721,ART000721,1967068335392,Bosch Chaise après,DIM1-71,même,DIM2-2,demeurer,Groupe Poulina,Hygiène,stock,cinquante,stand,résultat,side,calme,enlever,2,2023-07-31,825.44,512.42,CAT034
722,ART000722,3767348140986,Bosch Pantalon behavior,DIM1-29,boire,DIM2-93,minute,Carrefour Tunisie,Sport & Loisirs,arriver,étroit,chasser,action,particular,animal,haïr,25,2024-11-25,72.91,45.09,CAT040
723,ART000723,2886616801990,Nivea Fromage étendue,DIM1-28,charge,DIM2-77,douze,Yazaki Tunisia,Cosmétiques,more,five,view,bande,honneur,bout,ask,12,2024-03-15,1713.6,1157.01,CAT009
724,ART000724,7913860157117,L'Oréal Eau business,DIM1-24,contenir,DIM2-15,rose,One Tech Group,Sport & Loisirs,with,content,western,relationship,début,françois,combien,38,2024-10-14,936.58,681.6,CAT005
725,ART000725,4527193678572,Nestlé Livre financial,DIM1-55,cup,DIM2-89,espérer,Géant,Sport & Loisirs,arrivée,fish,titre,can,condition,surprendre,combat,21,2023-08-09,1562.56,1180.39,CAT018
726,ART000726,1315350696261,IKEA Chaussures monter,DIM1-43,teach,DIM2-8,green,Monoprix,Sport & Loisirs,ici,tête,sister,walk,absence,souvenir,fear,23,2024-07-13,883.95,703.52,CAT032
727,ART000727,7989948856692,L'Oréal Table move,DIM1-51,avouer,DIM2-23,l'une,Attijari Bank,Cosmétiques,sans,lead,happen,detail,himself,various,devoir,19,2024-05-10,1083.56,697.46,CAT028
728,ART000728,7266256504607,Apple Eau agency,DIM1-57,campagne,DIM2-92,town,Monoprix,Cosmétiques,bring,accomplir,Mr,traditional,façon,visible,star,5,2024-11-12,150.47,112.18,CAT037
729,ART000729,0668904172829,Samsung Pantalon peu,DIM1-64,concern,DIM2-20,premier,Groupe Poulina,Boissons,commencer,truth,côte,couleur,détruire,rencontrer,former,86,2024-02-21,784.02,580.18,CAT010
730,ART000730,7528359994007,L'Oréal Chaussures best,DIM1-1,remplacer,DIM2-66,local,Attijari Bank,Jouets,ensemble,voice,voilà,étendue,region,haute,homme,56,2024-12-21,810.81,613.12,CAT047
731,ART000731,2892064157800,Adidas Télévision need,DIM1-29,appartenir,DIM2-1,rare,Senia,Jouets,bonheur,geste,somme,where,eight,bank,try,16,2024-09-03,1136.65,757.79,CAT023
732,ART000732,4478674280213,IKEA Stylo an,DIM1-8,doctor,DIM2-81,modern,SOTUMAG,Santé,trésor,pendre,traîner,chaise,ton,enough,moins,69,2023-09-05,1707.42,1051.93,CAT022
733,ART000733,8557599408424,Nestlé Pantalon noir,DIM1-99,our,DIM2-38,vers,Tunisie Telecom,Électronique,her,proposer,administration,audience,membre,kitchen,effect,71,2023-12-18,83.47,61.11,CAT025
734,ART000734,5701652761367,Danone Stylo genre,DIM1-50,côte,DIM2-14,discussion,Aziza,Jouets,principe,day,several,power,sûr,find,fish,11,2024-08-24,1771.0,1323.05,CAT029
735,ART000735,2508423242345,Samsung Machine à laver appuyer,DIM1-25,base,DIM2-4,security,Amen Bank,Maison & Jardin,groupe,indiquer,employee,plan,importance,forward,father,63,2023-10-26,780.59,568.8,CAT035
736,ART000736,7960242570330,Adidas Parfum tirer,DIM1-58,soleil,DIM2-3,Republican,Délice Danone,Librairie,her,endroit,humain,pur,draw,fois,côte,8,2023-11-01,678.75,413.06,CAT047
737,ART000737,9917217429221,Sony Réfrigérateur goût,DIM1-84,morceau,DIM2-86,number,BIAT,Téléphonie,combien,return,sang,montagne,PM,pierre,mieux,87,2023-04-09,1741.05,1096.5,CAT035
738,ART000738,0313928048505,Sony Pain crier,DIM1-10,nez,DIM2-5,traverser,Leoni AG,Jouets,chemise,système,effacer,present,pont,become,absence,84,2024-05-16,43.03,26.21,CAT040
739,ART000739,2956162256473,Nivea Café problème,DIM1-17,health,DIM2-2,able,One Tech Group,Boissons,particularly,ennemi,fou,short,continuer,campagne,rather,40,2023-12-28,1642.37,1135.27,CAT007
740,ART000740,4564743701946,Coca-Cola Chaise deal,DIM1-76,cacher,DIM2-9,moment,Yazaki Tunisia,Cosmétiques,kitchen,grow,joie,toit,raise,audience,annoncer,64,2024-03-06,1191.98,767.77,CAT040
741,ART000741,5780619022314,IKEA Table menacer,DIM1-44,produce,DIM2-95,agent,Senia,Librairie,professional,project,democratic,else,crier,valeur,candidate,16,2024-03-30,1951.83,1384.19,CAT037
742,ART000742,1268485637114,Coca-Cola Cahier throughout,DIM1-28,serrer,DIM2-98,data,Délice Danone,Maroquinerie,asseoir,été,then,spring,retour,étaler,écarter,23,2023-07-21,674.33,441.54,CAT008
743,ART000743,5986693278412,LG T-shirt reason,DIM1-90,vague,DIM2-48,itself,STB,Électronique,over,jaune,puisque,assister,chambre,region,mêler,57,2023-05-08,491.07,298.64,CAT038
744,ART000744,6426735127241,Nestlé Réfrigérateur yes,DIM1-81,discussion,DIM2-79,politique,Senia,Électronique,remember,former,positive,item,newspaper,much,per,3,2023-05-05,1759.86,1058.15,CAT006
